ID,Overall_Experience,Seat_Comfort,Seat_Class,Arrival_Time_Convenient,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding
98885760,1,Acceptable,Ordinary,Acceptable,Excellent,Manageable,Excellent,Excellent,Good,Good,Good,Good,Good,Acceptable,Good,Excellent
98885761,1,Excellent,Green Car,Excellent,Excellent,Inconvenient,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent
98885762,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Good,Acceptable
98885763,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
98885764,1,Needs Improvement,Ordinary,,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Poor,Good,Good,Good,Good,Poor,Good,Acceptable
98885765,1,Excellent,Green Car,,Excellent,Very Convenient,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Acceptable,Good,Excellent
98885766,0,Acceptable,Green Car,Good,Acceptable,Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Poor,Excellent,Good,Needs Improvement,Good,Acceptable
98885767,1,Needs Improvement,Green Car,Needs Improvement,,Needs Improvement,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Good
98885768,0,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Good,Acceptable,Good,Good,Poor,Needs Improvement,Good,Needs Improvement,Good,Good
98885769,1,Good,Ordinary,Good,Good,Convenient,Acceptable,Excellent,Excellent,Good,Good,Good,Good,Acceptable,Good,Acceptable
98885770,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Excellent,Good,Excellent,Excellent,Excellent,Acceptable,Good,Good,Excellent,Excellent
98885771,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Good,Acceptable,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Needs Improvement
98885772,0,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Inconvenient,Excellent,Needs Improvement,Excellent,Excellent,Acceptable,Needs Improvement,Excellent,Good,Excellent,Excellent
98885773,0,Good,Green Car,Good,Good,Convenient,Acceptable,Acceptable,Acceptable,Good,Good,Good,Good,Needs Improvement,Good,Poor
98885774,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Excellent,Excellent,Excellent,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
98885775,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Acceptable,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Excellent
98885776,0,Needs Improvement,Green Car,Good,Good,Convenient,Excellent,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Acceptable,Poor,Acceptable,Acceptable
98885777,0,Needs Improvement,Green Car,Needs Improvement,Acceptable,Manageable,Needs Improvement,Acceptable,Needs Improvement,Needs Improvement,Acceptable,Excellent,Acceptable,Acceptable,Good,Needs Improvement
98885778,1,Needs Improvement,Ordinary,,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Acceptable,Good,Good,Acceptable,Excellent,Good
98885779,1,Poor,Green Car,Poor,Poor,Inconvenient,Good,Good,Good,Good,Good,Good,Good,Excellent,Good,Excellent
98885780,1,Poor,Ordinary,,Acceptable,Inconvenient,Excellent,Good,Excellent,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Good,Needs Improvement,Good
98885781,1,Extremely Poor,Ordinary,Extremely Poor,Extremely Poor,Very Convenient,Needs Improvement,Extremely Poor,Needs Improvement,Needs Improvement,Excellent,Good,Excellent,Good,Good,Needs Improvement
98885782,0,Acceptable,Ordinary,Excellent,Acceptable,Very Convenient,Acceptable,Good,Good,Poor,Poor,Needs Improvement,Needs Improvement,Good,Needs Improvement,Good
98885783,1,Good,Green Car,,Good,Convenient,Needs Improvement,Good,Excellent,Good,Good,Good,Good,Acceptable,Good,Acceptable
98885784,1,Good,Green Car,Good,Acceptable,Convenient,Good,Excellent,Good,Good,Good,Good,Good,Acceptable,Good,Acceptable
98885785,1,Good,Ordinary,Good,Good,Convenient,Acceptable,Good,Excellent,Good,Good,Excellent,Good,Acceptable,Good,Acceptable
98885786,0,Good,Green Car,Excellent,Excellent,Needs Improvement,Good,Excellent,Needs Improvement,Good,Excellent,Acceptable,Excellent,Good,Excellent,Good
98885787,1,Excellent,Green Car,Excellent,Needs Improvement,Very Convenient,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Acceptable,Excellent,Excellent
98885788,0,Good,Green Car,Excellent,Excellent,Very Convenient,Needs Improvement,Acceptable,Acceptable,Good,Good,Good,Good,Needs Improvement,Good,Poor
98885789,1,Excellent,Green Car,Excellent,Acceptable,Very Convenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Acceptable,Good,Excellent,Acceptable,Needs Improvement
98885790,0,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Manageable,Poor,Needs Improvement,Poor,Poor,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Poor
98885791,1,Good,Green Car,Good,Good,Convenient,Acceptable,Good,Excellent,Acceptable,Acceptable,Acceptable,Acceptable,Excellent,Acceptable,Acceptable
98885792,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Needs Improvement,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good
98885793,1,Excellent,Green Car,Acceptable,Excellent,Very Convenient,Excellent,Good,Good,Excellent,Excellent,Good,Excellent,Acceptable,Excellent,Excellent
98885794,1,Acceptable,Green Car,Acceptable,Excellent,Manageable,Excellent,Excellent,Excellent,Good,,Good,Good,Good,Good,Acceptable
98885795,1,Extremely Poor,Ordinary,Excellent,Extremely Poor,Inconvenient,Poor,Extremely Poor,Poor,Poor,Good,Excellent,Good,Excellent,Excellent,Poor
98885796,1,Acceptable,Ordinary,,Acceptable,Manageable,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
98885797,0,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Convenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Poor,Acceptable,Acceptable,Good,Needs Improvement
98885798,0,Poor,Green Car,Extremely Poor,,Convenient,Needs Improvement,Poor,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Excellent,Acceptable,Good,Needs Improvement
98885799,0,Needs Improvement,Green Car,,Good,Convenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Acceptable,Good,Needs Improvement,Good,Needs Improvement
98885800,0,Good,Green Car,Good,Good,Convenient,Needs Improvement,Good,Needs Improvement,Needs Improvement,Acceptable,Good,Needs Improvement,Good,Acceptable,Needs Improvement
98885801,0,Needs Improvement,Green Car,Excellent,Excellent,Very Convenient,Poor,Acceptable,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable
98885802,1,Needs Improvement,Green Car,Needs Improvement,,Needs Improvement,Acceptable,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,Acceptable
98885803,1,Good,Green Car,Good,Good,Needs Improvement,Acceptable,Good,Acceptable,Acceptable,Excellent,Good,Excellent,Excellent,Excellent,Acceptable
98885804,0,Needs Improvement,Ordinary,Good,Needs Improvement,Inconvenient,Excellent,Needs Improvement,Excellent,Excellent,,Good,Good,Acceptable,Good,Excellent
98885805,1,Good,Green Car,,Good,Manageable,Poor,Good,Poor,Poor,Excellent,Acceptable,Good,Excellent,Excellent,Poor
98885806,1,Good,Green Car,Good,Good,Convenient,Acceptable,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable
98885807,1,Excellent,Green Car,Excellent,Good,Very Convenient,Good,Excellent,Good,Good,Good,Excellent,Good,Excellent,Good,Excellent
98885808,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Good,Excellent,Excellent,Acceptable,Acceptable,Good,Acceptable,Good,Acceptable,Excellent
98885809,0,Poor,Ordinary,Good,,Convenient,Poor,Poor,Poor,Poor,Acceptable,Good,Acceptable,Acceptable,Acceptable,Poor
98885810,0,Acceptable,Ordinary,Excellent,Excellent,Very Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Poor,Good,Poor,Acceptable,Acceptable
98885811,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Acceptable,Excellent,Excellent
98885812,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Good,Good,Good,Good,Good,Acceptable,Good,Good
98885813,0,Needs Improvement,Ordinary,Extremely Poor,Needs Improvement,Inconvenient,Acceptable,Needs Improvement,Acceptable,Acceptable,Acceptable,Excellent,Acceptable,Excellent,Needs Improvement,Acceptable
98885814,0,Acceptable,Ordinary,Needs Improvement,Acceptable,Manageable,Acceptable,Acceptable,Poor,Acceptable,Good,Excellent,Acceptable,Needs Improvement,Acceptable,Acceptable
98885815,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Good,Good,Good,Acceptable,Good,Acceptable
98885816,0,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Manageable,Good,Needs Improvement,Good,Good,Good,Excellent,Good,Acceptable,Good,Good
98885817,0,Acceptable,Green Car,Poor,Extremely Poor,Needs Improvement,Acceptable,Extremely Poor,Acceptable,Acceptable,,Poor,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable
98885818,0,Acceptable,Ordinary,Good,Good,Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Poor,Poor,Good,Poor,Acceptable,Acceptable
98885819,1,Extremely Poor,Green Car,Extremely Poor,Extremely Poor,Manageable,Acceptable,Extremely Poor,Acceptable,Acceptable,Needs Improvement,Good,Acceptable,Excellent,Good,Acceptable
98885820,0,Good,Ordinary,Acceptable,,Convenient,Acceptable,Good,Acceptable,Acceptable,Acceptable,Excellent,Good,Poor,Good,Acceptable
98885821,0,Good,Green Car,Acceptable,Acceptable,Manageable,Needs Improvement,Acceptable,Good,Acceptable,,Acceptable,Good,Good,Acceptable,Needs Improvement
98885822,0,Needs Improvement,Ordinary,Good,Needs Improvement,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Good,Excellent,Good,Needs Improvement
98885823,1,Poor,Ordinary,Poor,Acceptable,Inconvenient,Acceptable,Excellent,Poor,Good,Good,Good,Good,Acceptable,Good,Poor
98885824,1,Extremely Poor,Green Car,Acceptable,Extremely Poor,Manageable,Good,Extremely Poor,Good,Good,Needs Improvement,Needs Improvement,Good,Acceptable,Good,Good
98885825,1,Extremely Poor,Ordinary,,Extremely Poor,Needs Improvement,Excellent,Excellent,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Excellent
98885826,1,Good,Ordinary,Needs Improvement,Good,Convenient,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Acceptable
98885827,0,Acceptable,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Acceptable,Acceptable,,Acceptable,Acceptable,Poor,Acceptable,Poor
98885828,0,Good,Green Car,Good,Good,Convenient,Good,Good,Good,Acceptable,,Poor,Needs Improvement,Good,Good,Good
98885829,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Excellent,Good,Good,Good,,Good,Good,Acceptable,Good,Excellent
98885830,1,Poor,Green Car,Poor,,Inconvenient,Excellent,Excellent,Good,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Excellent,Needs Improvement,Excellent
98885831,0,Needs Improvement,Green Car,,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Good,Good,Good,Needs Improvement
98885832,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Excellent,Good,Excellent,Good,Good,Good,Good,Acceptable,Good,Acceptable
98885833,0,Needs Improvement,Ordinary,Extremely Poor,Needs Improvement,Needs Improvement,Good,Needs Improvement,Good,Good,Poor,Needs Improvement,Needs Improvement,Acceptable,Acceptable,Good
98885834,1,Needs Improvement,Green Car,Needs Improvement,Excellent,Needs Improvement,Excellent,Good,Excellent,Good,Good,Good,Good,Acceptable,Good,Good
98885835,1,Good,Ordinary,Good,Good,Convenient,Excellent,Good,Excellent,Acceptable,Acceptable,Acceptable,Acceptable,Excellent,Acceptable,Good
98885836,1,Good,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Needs Improvement,Excellent,Needs Improvement,Good,Needs Improvement,Good
98885837,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good
98885838,0,Needs Improvement,Green Car,Good,Good,Convenient,Needs Improvement,Acceptable,Acceptable,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Poor,Needs Improvement,Good
98885839,1,Good,Ordinary,Good,Good,Convenient,Excellent,Excellent,Excellent,Good,Good,Good,Good,Acceptable,Good,Excellent
98885840,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Good,Good,Good,Acceptable,Good,Excellent
98885841,1,Needs Improvement,Ordinary,Needs Improvement,Excellent,Needs Improvement,Excellent,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable
98885842,0,Poor,Green Car,Extremely Poor,Poor,Needs Improvement,Poor,Poor,Poor,Poor,Needs Improvement,Acceptable,Excellent,Needs Improvement,Excellent,Poor
98885843,1,Excellent,Ordinary,Good,Excellent,Inconvenient,Poor,Excellent,Poor,Poor,Excellent,Good,Good,Good,Good,Poor
98885844,1,Good,Ordinary,Excellent,Excellent,Very Convenient,Good,Good,Good,Good,Poor,Needs Improvement,Good,Needs Improvement,Good,Good
98885845,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Excellent,Excellent,Excellent,Excellent,Poor,Acceptable,Good,Excellent,Acceptable,Excellent
98885846,0,Poor,Green Car,Good,,Very Convenient,Poor,Poor,Poor,Poor,Acceptable,Needs Improvement,Excellent,Acceptable,Good,Poor
98885847,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Excellent,Good,Good,Good,Good,Excellent,Good,Acceptable,Good,Acceptable
98885848,1,Excellent,Ordinary,Poor,Poor,Inconvenient,Excellent,Excellent,Excellent,Excellent,Acceptable,Good,Acceptable,Needs Improvement,Good,Excellent
98885849,1,Extremely Poor,Green Car,Excellent,Extremely Poor,Inconvenient,Good,Excellent,Good,Good,Acceptable,Needs Improvement,Good,Excellent,Good,Good
98885850,0,Good,Ordinary,Acceptable,Good,Needs Improvement,Excellent,Poor,Excellent,Acceptable,Acceptable,Good,Acceptable,Good,Acceptable,Good
98885851,1,Good,Green Car,Good,Good,Inconvenient,Good,Good,Needs Improvement,Good,Excellent,Needs Improvement,Excellent,Good,Excellent,Good
98885852,1,Excellent,Green Car,,Excellent,Very Convenient,Good,Good,Good,Good,Excellent,Acceptable,Acceptable,Good,Good,Good
98885853,1,Good,Ordinary,Good,Good,Manageable,Poor,Good,Poor,Poor,Excellent,Acceptable,Acceptable,Acceptable,Excellent,Poor
98885854,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Excellent,Excellent,Excellent,Excellent,Poor,Good,Excellent,Acceptable,Needs Improvement,Excellent
98885855,1,Poor,Ordinary,Poor,,Inconvenient,Needs Improvement,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
98885856,1,Good,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Needs Improvement,Good,Good,Good,Good,Excellent,Good,Acceptable
98885857,0,Acceptable,Green Car,Good,Acceptable,Convenient,Needs Improvement,Acceptable,Needs Improvement,Needs Improvement,Acceptable,Acceptable,Good,Poor,Good,Needs Improvement
98885858,1,Poor,Ordinary,Poor,Poor,Inconvenient,Excellent,Excellent,Excellent,Excellent,Needs Improvement,Good,Good,Excellent,Good,Excellent
98885859,0,Poor,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Acceptable,Needs Improvement,Poor,Poor,Needs Improvement,Poor,Needs Improvement,Poor,Acceptable
98885860,0,Needs Improvement,Ordinary,Excellent,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Acceptable,Acceptable,Good,Needs Improvement,Excellent,Needs Improvement,Excellent,Acceptable
98885861,0,Acceptable,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Acceptable,Acceptable,Acceptable,Poor,Poor,Needs Improvement,Acceptable,Good,Acceptable
98885862,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent
98885863,1,Good,Ordinary,Good,Good,Convenient,Good,Good,Good,Good,Acceptable,Excellent,Good,Good,Good,Good
98885864,0,Needs Improvement,Green Car,Excellent,Acceptable,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Poor,Acceptable,Needs Improvement,Acceptable,Needs Improvement
98885865,0,Acceptable,Green Car,Acceptable,Acceptable,Inconvenient,Needs Improvement,Acceptable,Poor,Needs Improvement,Acceptable,Poor,Good,Acceptable,Needs Improvement,Needs Improvement
98885866,1,Excellent,Ordinary,Needs Improvement,Excellent,Convenient,Excellent,Good,Good,Poor,Poor,Excellent,Poor,Needs Improvement,Poor,Acceptable
98885867,0,Acceptable,Green Car,Acceptable,Acceptable,Convenient,Acceptable,Needs Improvement,Needs Improvement,Poor,Good,Acceptable,Good,Needs Improvement,Acceptable,Needs Improvement
98885868,1,Good,Ordinary,Excellent,,Very Convenient,Needs Improvement,Needs Improvement,Poor,Good,Good,Good,Good,Poor,Good,Needs Improvement
98885869,1,Acceptable,Ordinary,Acceptable,Poor,Manageable,Excellent,Good,Good,Good,Good,Good,Good,Acceptable,Good,Good
98885870,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Acceptable,Good,Excellent,Good,Good,Good,Excellent,Excellent,Good,Good
98885871,0,Acceptable,Ordinary,Excellent,Acceptable,Inconvenient,Poor,Acceptable,Needs Improvement,Poor,,Good,Needs Improvement,Acceptable,Poor,Poor
98885872,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable
98885873,0,Good,Green Car,Poor,Poor,Inconvenient,Good,Good,Good,Good,,Poor,Acceptable,Acceptable,Good,Good
98885874,1,Good,Ordinary,Acceptable,Acceptable,Manageable,Excellent,Acceptable,Excellent,Excellent,Good,Good,Excellent,Acceptable,Good,Excellent
98885875,0,Poor,Green Car,Poor,Poor,Convenient,Poor,Poor,Poor,Poor,Acceptable,Poor,Acceptable,Acceptable,Good,Poor
98885876,1,Extremely Poor,Ordinary,Extremely Poor,Extremely Poor,Convenient,Poor,Extremely Poor,Poor,Poor,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Acceptable,Poor
98885877,0,Needs Improvement,Green Car,Extremely Poor,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Poor,Poor,Excellent,Needs Improvement,Good,Acceptable,Good,Poor
98885878,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Good,Good,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Good
